role,index,checkpoint,lora,model_weight,clip_weight,sampler,scheduler,steps,cfg,seed,width,height,output_prefix,positive,negative
小粉,5,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290505,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/05,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, tucking a blanket around a resting patient, gentle downward gaze and soft protective posture, medium-long shot, window-side hesitation, strong light and shadow separation, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,6,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290506,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/06,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, opening a cabinet of neatly labeled remedies, looking back to answer a question, over-shoulder composition, dynamic three-quarter shot, motion crossing the frame, clear silhouette, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,7,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290507,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/07,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, guiding the viewer to sit down after dizziness, supportive arm gesture and concerned expression, seated compression composition, environmental props enclosing the frame, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,8,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290508,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/08,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, holding a small bandage with a playful encouraging smile before treating a minor scratch, intimate close-up aftermath, subtle off-screen interaction and expressive eyes, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,9,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290509,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/09,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, resting her elbows on the desk after a long shift, tired but warm smile in quiet evening light, wide establishing event CG, character integrated into a lived-in interior, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,10,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290510,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/10,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, standing in the doorway with a tray of soup, relieved expression after seeing the patient awake, medium close-up, foreground occlusion, cinematic depth and restrained emotion, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,1,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290601,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/01,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, making a graceful formal greeting in the mansion foyer, subtle mischievous smile hidden in her eyes, medium-wide event CG, doorway interruption framing, asymmetric composition, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,2,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290602,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/02,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, placing a chess piece with confident elegance, low tabletop angle and deliberate hand gesture, medium shot, tabletop foreground framing, natural eye-line toward viewer, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,3,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290603,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/03,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, pretending not to understand a simple household tool, innocent expression with barely concealed amusement, three-quarter shot, over-shoulder discovery angle, layered foreground objects, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,4,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290604,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/04,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, turning mid-dance step in an empty hall, skirt and hair following a controlled elegant arc, low-angle competence shot, controlled perspective, readable hands and costume, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,5,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290605,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/05,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, holding a sealed letter behind her back while smiling sweetly, playful secretive body language, medium-long shot, window-side hesitation, strong light and shadow separation, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,6,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290606,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/06,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, pouring tea with flawless posture, glancing toward the viewer as if planning a harmless prank, dynamic three-quarter shot, motion crossing the frame, clear silhouette, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,7,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290607,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/07,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, examining a small jewel near a window, reflected gold light outlining her horns and hair, seated compression composition, environmental props enclosing the frame, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,8,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290608,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/08,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, offering her hand to help the viewer stand, noble confidence and close perspective, intimate close-up aftermath, subtle off-screen interaction and expressive eyes, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,9,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290609,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/09,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, caught after a prank, hands raised in elegant surrender, surprised blush and amused smile, wide establishing event CG, character integrated into a lived-in interior, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小金,10,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\06_Latys_dragonmaid_illuXL_v2.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290610,1216,832,DragonMaid/Unity_RPG_CG_20260829/06_Latys_小金/10,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, seated on a balcony after sunset, relaxed posture and a rare sincere gentle expression, medium close-up, foreground occlusion, cinematic depth and restrained emotion, dragonmaid latys, adult noble maid, blonde hair with elegant bangs, golden dragon horns, elegant maid dress, complete attached golden dragon tail, refined aristocratic bearing, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,1,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290701,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/01,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, dusting a bookshelf with a feather duster, glancing back after hearing the viewer enter, reserved expression, medium-wide event CG, doorway interruption framing, asymmetric composition, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,2,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290702,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/02,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, folding a blanket on the bed with precise hands, soft side light and careful focused gaze, medium shot, tabletop foreground framing, natural eye-line toward viewer, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,3,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290703,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/03,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, caught quietly smelling a freshly laundered scarf, startled blush and embarrassed avoidance, three-quarter shot, over-shoulder discovery angle, layered foreground objects, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,4,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290704,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/04,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, opening the bedroom curtains at dawn, white hair glowing at the edges, calm silhouette and connected tail, low-angle competence shot, controlled perspective, readable hands and costume, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,5,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290705,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/05,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, kneeling to retrieve a book under the bed, looking up with surprised eyes, strong foreground depth, medium-long shot, window-side hesitation, strong light and shadow separation, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,6,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290706,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/06,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, repairing a loose button on a uniform at a small desk, shy concentration in warm lamplight, dynamic three-quarter shot, motion crossing the frame, clear silhouette, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小黑,7,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\07_Chamber_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290707,1216,832,DragonMaid/Unity_RPG_CG_20260829/07_Chamber_小黑/07,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, standing between the viewer and a sudden draft, holding a curtain closed, protective instinct overcoming shyness, seated compression composition, environmental props enclosing the frame, chamber dragonmaid, adult woman, long white hair, black dragon horns, black and white bedroom maid uniform, complete attached dark dragon tail, quiet reserved demeanor, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
